sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,72,Caucasian,0,0,7,F,Robbery Sudd Snatch No Weapon,1
Male,33,African-American,0,0,3,F,Possession of Cocaine,0
Male,24,African-American,0,0,1,F,Burglary Structure Unoccup,0
Male,24,Caucasian,0,0,3,F,Aggravated Battery / Pregnant,0
Male,43,Other,0,0,2,M,Driving License Suspended,1
Male,30,African-American,0,0,1,M,Battery,1
Female,43,Caucasian,0,0,0,M,Battery,1
Male,48,Hispanic,0,0,1,M,Battery,1
Male,54,Other,0,0,0,M,Battery,1
Male,45,African-American,0,0,1,M,Battery,1
Male,36,Other,0,0,0,F,Driving While License Revoked,1
Male,31,Caucasian,0,0,1,M,Driving Under The Influence,1
Male,40,African-American,0,0,0,M,Battery,1
Male,50,Caucasian,0,0,1,F,arrest case no charge,1
Female,26,Other,0,0,1,M,arrest case no charge,1
Male,41,African-American,0,0,7,F,arrest case no charge,1
Male,34,Caucasian,0,0,5,F,"Poss3,4 Methylenedioxymethcath",0
Female,28,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,23,Caucasian,0,0,2,F,Neglect Child / No Bodily Harm,0
Female,37,Hispanic,0,0,0,M,Battery,0
Male,35,Hispanic,0,0,5,M,Reckless Driving,1
Male,21,Caucasian,0,0,1,F,Burglary Conveyance Unoccup,0
Male,45,African-American,0,0,1,F,arrest case no charge,1
Female,22,African-American,0,1,2,M,Battery,0
Male,29,African-American,0,0,6,F,Possession of Cocaine,0
Female,30,African-American,0,0,0,M,Battery,1
Male,45,Caucasian,0,0,3,M,Battery,0
Male,31,Caucasian,0,0,4,F,Felony Battery w/Prior Convict,0
Male,56,Caucasian,0,0,0,M,Battery,1
Female,44,Hispanic,0,0,4,F,Battery on Law Enforc Officer,0
Male,24,African-American,0,4,14,F,Grand Theft (Motor Vehicle),0
Male,38,African-American,0,0,11,F,Felony Batt(Great Bodily Harm),1
Male,51,African-American,0,0,22,F,arrest case no charge,0
Male,22,Caucasian,0,0,0,F,Agg Battery Grt/Bod/Harm,1
Male,28,African-American,0,0,5,M,arrest case no charge,1
Male,47,African-American,0,0,19,F,Possession of Cocaine,0
Male,51,African-American,0,0,0,M,Viol Injunct Domestic Violence,0
Male,25,Caucasian,0,0,1,M,Battery,1
Male,53,Hispanic,0,0,1,F,Driving While License Revoked,1
Male,30,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,33,Caucasian,0,0,0,F,Possession of Cocaine,0
Male,35,African-American,0,0,5,F,Aggrav Stalking After Injunctn,0
Female,33,African-American,0,0,0,F,Neglect Child / No Bodily Harm,1
Male,65,African-American,0,0,11,F,Possession of Cocaine,1
Male,59,Other,0,0,1,M,Battery,1
Female,37,African-American,0,0,4,M,arrest case no charge,1
Female,33,Caucasian,0,0,1,F,arrest case no charge,1
Male,27,African-American,0,0,2,F,arrest case no charge,0
Male,26,Native American,0,0,11,F,Possession of Cocaine,0
Male,24,African-American,0,0,3,F,Aggravated Assault W/Dead Weap,0
Male,43,African-American,0,0,5,F,Poss Wep Conv Felon,1
Male,37,African-American,0,0,11,M,Battery,0
Male,53,African-American,0,0,13,F,Poss of Cocaine W/I/D/S 1000FT Park,1
Male,43,African-American,0,0,4,F,arrest case no charge,1
Male,26,African-American,0,0,4,F,"Poss3,4 Methylenedioxymethcath",0
Female,30,Caucasian,0,0,1,M,Petit Theft $100- $300,1
Male,39,Caucasian,0,0,9,F,Possession of Cocaine,0
Male,37,Caucasian,0,0,4,M,Aggravated Battery / Pregnant,0
Male,22,Caucasian,0,0,3,M,Battery,0
Male,25,Caucasian,0,0,0,F,Possession Of Heroin,1
Male,26,Hispanic,0,0,1,F,arrest case no charge,1
Male,25,African-American,0,0,0,M,Battery,0
Male,58,Caucasian,0,0,1,F,arrest case no charge,1
Female,29,Caucasian,0,0,1,M,Driving Under The Influence,0
Male,33,African-American,0,0,8,F,Aggravated Assault W/Dead Weap,1
Male,38,African-American,0,0,0,F,arrest case no charge,1
Male,38,Caucasian,0,0,2,F,Possession Of Heroin,1
Male,59,African-American,0,0,22,F,Felony Petit Theft,0
Male,29,Other,0,0,4,M,Battery,0
Male,57,African-American,0,0,9,F,Grand Theft (Motor Vehicle),1
Male,53,Caucasian,0,0,0,M,Battery,0
Male,33,African-American,0,0,2,F,Aggrav Battery w/Deadly Weapon,0
Male,58,Caucasian,0,0,1,M,Battery,1
Male,51,Caucasian,0,0,1,M,Battery,1
Male,25,African-American,0,0,11,F,Fleeing Or Attmp Eluding A Leo,0
Male,32,Caucasian,0,0,0,M,Petit Theft,0
Male,35,African-American,0,0,6,F,Uttering a Forged Instrument,0
Male,39,Caucasian,0,0,1,F,arrest case no charge,1
Female,42,Caucasian,0,0,5,M,arrest case no charge,0
Male,37,African-American,0,0,0,M,Tresspass Struct/Conveyance,1
Male,39,Caucasian,0,0,0,F,Fleeing Or Attmp Eluding A Leo,1
Female,52,Caucasian,0,0,3,M,Driving Under The Influence,1
Male,60,Other,0,0,1,M,Battery,1
Male,37,Hispanic,0,0,2,M,Aggravated Battery / Pregnant,1
Male,42,Caucasian,0,0,4,F,Burglary Conveyance Unoccup,0
Male,23,African-American,0,0,6,F,Possession of Cocaine,0
Female,42,African-American,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0
Female,28,Caucasian,0,0,2,F,arrest case no charge,1
Male,28,African-American,0,0,5,F,Possession of Cocaine,1
Female,43,African-American,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,42,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Female,25,Caucasian,0,0,0,M,Battery,1
Male,32,African-American,0,0,7,F,Grand Theft (Motor Vehicle),0
Male,21,African-American,0,0,0,F,Resist Officer w/Violence,0
Female,35,Caucasian,0,0,1,M,Battery,1
Male,37,Caucasian,0,0,0,F,Burglary Conveyance Unoccup,1
Female,33,African-American,0,0,2,F,Failure To Return Hired Vehicle,1
Female,51,Caucasian,0,0,4,F,arrest case no charge,1
Male,39,Caucasian,0,0,3,F,Possession of Hydromorphone,1
Male,35,Hispanic,0,0,5,M,Viol Pretrial Release Dom Viol,0
Male,40,African-American,0,0,3,F,Felony Battery (Dom Strang),1
Male,32,African-American,0,0,17,F,Possession of Cocaine,0
Male,18,Caucasian,5,0,4,F,Burglary Conveyance Unoccup,0
Male,32,Caucasian,0,0,3,F,"Poss3,4 Methylenedioxymethcath",0
Male,37,Other,0,0,0,M,Battery,1
Male,32,African-American,0,0,10,F,Felony Driving While Lic Suspd,0
Male,47,Caucasian,0,0,5,M,Viol Injunct Domestic Violence,0
Female,23,Caucasian,0,0,0,M,Poss Of Controlled Substance,1
Male,63,Caucasian,0,0,10,F,Corrupt Public Servant,0
Male,38,African-American,0,1,16,F,Poss of Cocaine W/I/D/S 1000FT Park,0
Male,32,African-American,0,0,6,M,Battery,0
Male,31,African-American,0,0,4,F,Tampering With Physical Evidence,0
Male,23,African-American,0,0,0,F,"Deliver 3,4 Methylenediox",1
Male,38,Hispanic,0,0,1,M,Operating W/O Valid License,1
Female,47,Caucasian,0,0,0,M,Battery,1
Male,33,Caucasian,0,0,1,F,arrest case no charge,0
Male,22,Caucasian,0,0,1,F,Grand Theft (Motor Vehicle),1
Male,26,Caucasian,0,0,1,M,Viol Injunct Domestic Violence,1
Male,40,Caucasian,0,0,0,M,Battery,0
Male,36,African-American,10,0,14,F,Burglary Conveyance Unoccup,0
Female,65,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,44,Caucasian,0,0,4,M,Battery,0
Female,22,African-American,0,0,0,M,Battery,1
Male,34,Hispanic,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Female,38,Hispanic,0,0,0,F,Felony Driving While Lic Suspd,1
Female,26,Caucasian,0,0,4,F,Possession Of Alprazolam,0
Male,20,Hispanic,0,0,0,M,Battery,0
Male,49,Hispanic,0,0,0,F,Resist Officer w/Violence,1
Male,56,African-American,0,0,7,F,Grand Theft (Motor Vehicle),1
Male,52,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,25,Other,0,0,2,M,Battery,0
Male,34,African-American,0,0,5,F,Agg Assault W/int Com Fel Dome,1
Male,33,African-American,0,0,1,M,Battery,0
Male,21,African-American,0,1,1,F,Carrying Concealed Firearm,1
Male,46,African-American,0,0,9,F,Pos Cannabis W/Intent Sel/Del,1
Male,22,African-American,0,0,2,M,Battery,0
Male,57,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Male,22,African-American,0,0,2,F,Possession of Cocaine,0
Female,48,Caucasian,0,0,1,M,Driving Under The Influence,0
Male,40,African-American,0,0,21,F,Felony Battery,1
Female,30,African-American,0,0,1,F,arrest case no charge,1
Male,21,Caucasian,0,1,4,M,Battery,0
Female,39,African-American,0,2,22,F,Possession of Cocaine,0
Male,27,Caucasian,0,0,13,F,arrest case no charge,0
Female,33,Caucasian,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
Male,24,African-American,0,0,0,F,Aggravated Assault W/dead Weap,1
Female,45,Caucasian,0,0,0,M,Battery,1
Female,35,African-American,0,0,2,F,Poss Pyrrolidinovalerophenone,0
Male,31,African-American,0,0,9,M,Battery,0
Male,27,Caucasian,0,0,0,M,Battery,1
Male,32,African-American,0,0,1,F,arrest case no charge,1
Male,49,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,29,African-American,0,0,2,F,Grand Theft in the 3rd Degree,1
Male,23,African-American,0,1,2,F,Aggravated Battery / Pregnant,0
Male,30,Asian,0,0,6,M,Battery,1
Male,55,African-American,0,0,12,F,Possession of Cocaine,0
Male,30,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,34,African-American,0,0,13,F,Possession Of Alprazolam,0
Male,56,Caucasian,0,0,2,F,Stalking (Aggravated),1
Male,33,African-American,0,0,4,F,Felony Driving While Lic Suspd,1
Male,28,African-American,0,0,1,M,Battery,1
Male,29,African-American,0,0,1,F,Stalking (Aggravated),1
Male,38,Caucasian,0,0,0,M,DUI Blood Alcohol Above 0.20,1
Male,37,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Female,33,Caucasian,0,0,0,M,DUI Property Damage/Injury,0
Male,30,Hispanic,0,0,0,F,Agg Battery Grt/Bod/Harm,1
Male,51,African-American,1,0,19,F,Felony Petit Theft,1
Male,65,African-American,0,0,7,M,Possess Cannabis/20 Grams Or Less,1
Female,32,African-American,0,0,1,M,Battery,1
Male,38,Caucasian,0,0,5,F,Grand Theft in the 3rd Degree,0
Male,35,African-American,0,0,1,F,Poss Contr Subst W/o Prescript,1
Male,57,Caucasian,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,26,Caucasian,0,0,1,F,arrest case no charge,1
Female,23,Hispanic,0,3,7,M,Battery,0
Female,36,African-American,2,0,4,M,Battery,0
Male,35,Caucasian,0,0,3,F,Possession of Cocaine,0
Male,33,African-American,0,0,0,F,Grand Theft (Motor Vehicle),1
Male,47,Caucasian,0,0,0,M,Battery,1
Female,53,Hispanic,0,0,0,M,Battery,1
Male,31,Other,0,0,6,F,Pos Cannabis W/Intent Sel/Del,1
Male,35,Caucasian,0,0,1,M,Assault,0
Female,36,African-American,0,0,1,F,Possession of Cocaine,0
Female,25,Caucasian,0,0,0,M,Battery,1
Male,52,Hispanic,0,0,10,F,Felony Battery w/Prior Convict,1
Male,23,Hispanic,0,0,3,M,Battery,0
Male,34,African-American,0,0,7,M,Petit Theft,1
Male,51,Caucasian,0,0,6,F,Possession of Cocaine,0
Male,24,African-American,0,0,8,F,Grand Theft (Motor Vehicle),0
Male,32,Caucasian,0,0,0,F,Possession Burglary Tools,0
Male,43,African-American,0,0,8,F,Felony Petit Theft,0
Male,45,African-American,1,0,20,M,arrest case no charge,1
Male,42,African-American,0,0,10,M,Driving License Suspended,0
Male,22,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,49,African-American,0,0,4,F,Possession of Cocaine,1
Male,42,African-American,0,0,0,F,Possession Of Heroin,0
Male,40,Caucasian,0,0,0,M,Petit Theft,0
Male,25,African-American,0,1,2,F,Aggravated Assault W/dead Weap,0
Male,25,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,0
Male,23,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,21,Caucasian,0,0,2,F,Felony Driving While Lic Suspd,0
Male,31,Caucasian,0,0,3,M,Battery,1
Female,28,African-American,0,0,0,M,Battery,1
Male,24,African-American,0,0,11,F,Grand Theft in the 3rd Degree,0
Male,45,Caucasian,0,0,0,F,Att Burgl Unoccupied Dwel,1
Male,23,African-American,0,0,2,M,Battery,0
Male,39,African-American,0,0,7,F,Aggravated Battery / Pregnant,0
Male,25,Caucasian,0,0,2,F,Burglary Conveyance Armed,1
Male,24,African-American,0,1,1,F,Grand Theft in the 3rd Degree,1
Male,46,Caucasian,0,0,1,F,arrest case no charge,1
Male,47,Caucasian,0,0,3,F,Resist Officer w/Violence,1
Male,54,Caucasian,0,0,2,M,Leave Acc/Attend Veh/More $50,0
Male,22,African-American,0,0,1,M,Possess Cannabis/20 Grams Or Less,0
Female,34,Caucasian,0,0,0,M,Battery,1
Male,33,Caucasian,0,0,0,M,Driving Under The Influence,0
Male,29,African-American,0,0,16,F,Fleeing Or Attmp Eluding A Leo,0
Male,34,Hispanic,0,0,3,M,Battery,1
Male,32,African-American,0,0,1,F,Driving While License Revoked,1
Male,29,African-American,0,0,0,M,Battery,1
Male,34,Caucasian,0,0,16,F,Felony Battery (Dom Strang),0
Female,55,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1
Male,27,African-American,0,0,0,F,Aggravated Battery / Pregnant,0
Male,26,African-American,0,0,0,M,arrest case no charge,1
Male,39,African-American,2,2,19,F,Driving While License Revoked,0
Male,29,Caucasian,0,0,0,M,Battery,1
Female,31,Caucasian,0,0,3,F,Possession of Cocaine,0
Male,50,African-American,0,0,13,F,Grand Theft in the 3rd Degree,0
Male,25,Hispanic,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,31,African-American,0,0,4,F,arrest case no charge,0
Male,31,Other,0,0,0,M,Battery,1
Male,26,Caucasian,1,0,2,F,Possession of Cannabis,1
Male,54,Caucasian,0,0,2,F,arrest case no charge,1
Male,33,African-American,0,0,14,F,Possession of Cocaine,0
Male,22,African-American,0,0,0,M,Battery,0
Male,35,African-American,0,1,8,F,Driving While License Revoked,1
Female,30,Other,0,0,4,F,arrest case no charge,0
Male,25,African-American,0,0,0,F,Felony Driving While Lic Suspd,1
Male,44,African-American,0,0,0,F,Possession Of Methamphetamine,0
Female,29,Caucasian,0,0,2,F,Uttering a Forged Instrument,0
Male,46,Caucasian,0,0,2,F,arrest case no charge,0
Male,53,Caucasian,0,0,0,M,Battery,1
Male,24,African-American,0,0,2,F,Driving While License Revoked,0
Female,52,African-American,0,0,2,F,Possession of Cocaine,0
Male,27,African-American,0,0,0,M,Battery,0
Male,41,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Female,21,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,24,Caucasian,0,0,1,F,Possession Of Amphetamine,1
Male,38,Caucasian,0,0,8,F,Driving While License Revoked,1
Male,23,Caucasian,0,0,0,M,Battery,1
Male,42,African-American,0,0,0,F,Driving While License Revoked,1
Male,32,Caucasian,0,0,4,F,Grand Theft in the 3rd Degree,1
Male,24,Hispanic,0,0,3,M,Battery,0
Male,24,African-American,5,0,5,F,Burglary Conveyance Unoccup,0
Male,26,African-American,0,0,4,F,Grand Theft (Motor Vehicle),0
Male,50,Caucasian,0,0,9,F,Burglary Structure Unoccup,0
Female,32,African-American,0,0,3,M,Battery on Law Enforc Officer,1
Male,40,African-American,0,0,13,F,arrest case no charge,1
Male,42,Hispanic,0,0,1,F,arrest case no charge,1
Male,23,Caucasian,0,0,0,F,Possession Of Alprazolam,0
Male,37,African-American,0,0,22,M,arrest case no charge,0
Male,32,African-American,0,0,1,M,DUI Blood Alcohol Above 0.20,0
Male,38,African-American,0,0,2,M,arrest case no charge,0
Male,52,Caucasian,0,0,4,M,Viol Prot Injunc Repeat Viol,0
Male,29,Caucasian,0,0,2,F,Felony Battery (Dom Strang),1
Male,28,African-American,0,0,7,M,Resist/Obstruct W/O Violence,0
Male,50,Caucasian,0,0,0,F,Lewd or Lascivious Molestation,1
Male,26,Caucasian,0,0,2,F,Agg Assault W/int Com Fel Dome,0
Female,34,Caucasian,0,0,0,F,Poss Pyrrolidinovalerophenone,0
Female,28,Caucasian,0,0,1,F,arrest case no charge,1
Male,36,Caucasian,0,0,4,F,Fraudulent Use of Credit Card,0
Male,45,African-American,0,0,1,F,Aggravated Assault W/Dead Weap,0
Male,30,African-American,0,0,0,F,Felony Driving While Lic Suspd,0
Male,24,African-American,0,0,3,F,Burglary Conveyance Unoccup,0
Male,25,African-American,0,0,0,M,Battery,0
Male,25,African-American,0,0,4,M,Battery,0
Male,45,Caucasian,0,0,2,F,Possession of Cocaine,1
Male,26,Caucasian,0,0,1,F,Poss Pyrrolidinovalerophenone,0
Male,24,Hispanic,0,0,0,M,Battery,1
Male,40,Caucasian,0,0,2,M,arrest case no charge,1
Male,60,Caucasian,0,0,1,M,Driving Under The Influence,1
Female,33,Hispanic,0,0,0,F,Agg Battery Grt/Bod/Harm,1
Male,31,African-American,0,0,6,F,arrest case no charge,1
Male,53,Hispanic,0,0,18,F,arrest case no charge,1
Male,55,Hispanic,0,0,0,M,Viol Injunct Domestic Violence,1
Male,36,Caucasian,0,0,4,M,Driving Under The Influence,1
Male,30,Other,0,0,6,F,Aggravated Assault W/Dead Weap,0
Male,21,African-American,0,0,1,F,arrest case no charge,0
Male,55,Caucasian,0,0,0,M,Battery,1
Male,22,Caucasian,0,0,1,F,arrest case no charge,0
Female,23,African-American,0,0,1,F,arrest case no charge,1
Female,24,Caucasian,0,0,7,M,arrest case no charge,0
Female,40,African-American,0,0,13,F,Possession of Cocaine,0
Male,57,Caucasian,0,0,9,F,Possession of Cocaine,0
Male,32,Caucasian,0,0,2,F,Aggravated Assault W/dead Weap,1
Male,47,Caucasian,0,0,3,F,arrest case no charge,1
Male,51,Caucasian,0,0,6,M,Viol Injunct Domestic Violence,0
Male,22,African-American,0,1,1,F,Burglary Dwelling Occupied,1
Male,47,Caucasian,0,0,2,F,Dealing in Stolen Property,1
Male,28,Caucasian,0,0,1,F,Possession of Cocaine,0
Male,21,African-American,0,0,1,F,Burglary Conveyance Unoccup,0
Male,28,African-American,0,0,5,F,Grand Theft in the 3rd Degree,1
Female,44,Caucasian,0,0,1,M,Battery,0
Male,25,African-American,0,0,0,F,Felony Battery (Dom Strang),0
Male,34,African-American,0,0,4,M,Battery,1
Male,65,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,33,Caucasian,0,0,5,F,Driving While License Revoked,0
Female,23,Caucasian,0,0,0,M,Battery,1
Female,44,Caucasian,0,0,0,M,Battery,1
Male,21,Hispanic,1,0,1,F,arrest case no charge,0
Male,24,African-American,0,0,1,M,Battery,1
Male,51,Caucasian,0,0,1,M,Battery,1
Female,21,African-American,0,0,0,F,Battery on Law Enforc Officer,0
Male,39,Caucasian,0,0,6,F,arrest case no charge,1
Male,29,African-American,0,0,29,F,Poss Contr Subst W/o Prescript,0
Male,24,Caucasian,0,0,1,F,Aggravated Assault W/Dead Weap,1
Female,23,African-American,0,0,0,F,Possession Burglary Tools,0
Male,31,African-American,0,0,11,F,Poss Pyrrolidinovalerophenone,0
Female,35,African-American,0,0,0,M,Petit Theft $100- $300,1
Male,30,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,34,Caucasian,0,0,8,F,Possession of Cocaine,1
Female,39,African-American,0,0,4,F,Aggravated Assault W/Dead Weap,1
Male,29,African-American,0,0,6,M,Felony Battery,1
Male,51,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,22,Caucasian,0,0,1,F,arrest case no charge,1
Male,29,Caucasian,0,0,2,F,arrest case no charge,1
Male,35,Caucasian,0,0,8,F,arrest case no charge,0
Male,33,Caucasian,0,0,3,M,Battery,0
Male,58,Caucasian,0,0,5,F,Grand Theft in the 3rd Degree,0
Male,54,Other,0,0,0,F,Aggravated Assault,1
Male,30,African-American,0,0,3,F,Driving While License Revoked,1
Male,33,African-American,0,0,2,F,Robbery W/Firearm,0
Male,24,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,48,African-American,0,0,10,F,Grand Theft in the 3rd Degree,1
Male,23,African-American,0,0,0,M,Battery,1
Male,23,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,47,Asian,0,0,1,M,Battery,1
Male,21,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,29,African-American,0,0,0,M,Battery,0
Male,48,Caucasian,0,0,2,F,arrest case no charge,1
Male,37,Caucasian,0,0,4,M,Battery,0
Male,50,Caucasian,0,0,3,F,Felony Battery (Dom Strang),1
Male,19,African-American,0,0,3,F,Burglary Dwelling Armed,0
Male,49,African-American,2,0,13,F,Driving While License Revoked,1
Male,58,Caucasian,0,0,2,F,Resist Officer w/Violence,1
Male,31,African-American,0,0,6,F,Possession of Cocaine,1
Male,23,African-American,0,0,1,M,Battery,1
Female,23,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,0
Male,31,Caucasian,0,0,17,F,Possession of Oxycodone,0
Male,33,Other,0,0,0,F,arrest case no charge,0
Male,57,Caucasian,0,0,6,F,Grand Theft in the 3rd Degree,1
Female,31,Caucasian,0,0,0,M,Battery,1
Male,57,African-American,0,0,19,F,Possession of Cocaine,1
Male,57,Caucasian,0,0,12,M,DUI - Enhanced,1
Male,29,African-American,0,0,6,M,Battery,0
Male,30,African-American,0,0,0,M,Battery,0
Male,45,African-American,0,0,11,F,Felony Battery w/Prior Convict,1
Male,42,Caucasian,0,0,0,F,Tampering With Physical Evidence,1
Male,48,Other,0,0,7,F,Carrying Concealed Firearm,1
Male,29,African-American,0,2,12,F,Tampering With Physical Evidence,0
Male,23,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,28,Caucasian,0,0,0,F,Driving While License Revoked,1
Male,41,African-American,0,0,3,F,Felony Driving While Lic Suspd,1
Male,25,African-American,0,0,1,M,Battery,0
Female,34,Caucasian,0,0,3,M,Battery,1
Male,53,African-American,0,0,26,F,Possession of Cocaine,0
Female,28,African-American,0,0,1,F,Battery on Law Enforc Officer,0
Male,27,African-American,0,0,0,F,Tampering With Physical Evidence,1
Female,55,Caucasian,0,0,6,F,Aggrav Battery w/Deadly Weapon,1
Male,27,African-American,0,0,4,F,arrest case no charge,0
Male,30,Caucasian,0,0,7,F,Dealing in Stolen Property,0
Male,31,African-American,3,0,15,M,Battery,0
Male,20,African-American,0,0,1,M,Aggravated Battery / Pregnant,0
Male,26,Caucasian,0,0,2,F,Aggravated Assault W/Dead Weap,0
Male,44,African-American,0,0,7,F,Possession of Cocaine,0
Male,33,African-American,0,0,17,F,arrest case no charge,0
